input_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
create list `lst` containing 100 instances of object `Object`,create a list of all objects in range of 100,Returns a list of 100 objects.,0.4210526315789474,0.4,2
Parse string `datestr` into a datetime object using format pattern '%Y-%m-%d',convert a date string `datestr` into a datetime object,dateobj = datetime. datetime. strptime,0.5454545454545455,0.11764705882352941,2
remove all characters from string `stri` upto character 'I',remove all non-alphanumeric characters from a string `stri`,I m a k,0.6666666666666666,0.15384615384615383,2
getting every possible combination of two elements in a list,get a list of all possible combination of 3 binary values,List of all possible combinations of 1 and 2.,0.47619047619047616,0.3157894736842105,2
filter dataframe `df` by values in column `A` that appear more than once,filtering out rows in dataframe `df` by the length of column 'A',Return a DataFrame of the data set with the length of each element in the DataFrame.,0.48000000000000004,0.20689655172413793,2
Replace repeated instances of a character '*' with a single instance in a string 'text',remove all square brackets from a string `text`,Remove all comments and comments from text,0.2727272727272727,0.09523809523809523,2
function to get the size of object,Getting the length of array `a`,Returns the number of elements in the list.,0.30769230769230765,0.26666666666666666,2
check if the string `myString` is empty,check if string `myString` is empty,if myString is empty return the empty string,0.923076923076923,0.7999999999999999,2
print a digit `your_number` with exactly 2 digits after decimal,print float `your` with two decimal points,Print the current time.,0.4444444444444444,0.13333333333333333,2
get a list of locally installed Python modules,help the module list `modules`,Display help message,0.3076923076923077,0.0,2
get all text that is not enclosed within square brackets in string `example_str`,Find all substrings in string `example` that have a substring `.,Find all example strings in the example string,0.41666666666666663,0.36363636363636365,2
convert dictionary of pairs `d` to a list of tuples,get rid of None values in dictionary `d`,d. values,0.33333333333333326,0.16666666666666669,2
get logical xor of `a` and `b`,check if list `a` is empty,Logical XOR operation.,0.15384615384615383,0.4,2
zip two 2-d arrays `a` and `b`,numpy concatenate two arrays `a` and `b` along the first axis,Returns an array of the elements of a and b.,0.5263157894736842,0.33333333333333326,2
update the `globals()` dictionary with the contents of the `vars(args)` dictionary,extend global variable `globals` with arguments `args`,Update the global variables with the given arguments.,0.3157894736842105,0.4,2
convert list of tuples `L` to a string,convert a list of strings `mytuple` into a string,A string with the string representation of the expression.,0.5882352941176471,0.35294117647058826,2
"in django, check if a user is in a group 'Member'",check if a group with criteria `name` equal to 'Member',Returns true if the user is a member of any group.,0.47619047619047616,0.5454545454545454,2
check if key 'stackoverflow' and key 'google' are presented in dictionary `sites`,"check if all of the following items in list `['stackoverflow', 'google']` are",A simple utility to remove the built - in classes from the set.,0.5,0.08333333333333333,2
iterate over a dictionary `d` in sorted order,sort a dictionary `d` by value,Returns an iterator over the keys in the dictionary.,0.42857142857142855,0.35294117647058826,2
set text color as `red` and background color as `#A3C1DA` in qpushbutton,set background-color:##33.txt' on the top of the string 'Q,Set the background color of the QPushButton,0.25,0.4210526315789474,2
"write line ""hi there"" to file `myfile`",open file'myfile',open myfile and write it to file,0.4,0.5714285714285714,2
extract only alphabetic characters from a string `your string`,split string `text` by a space,Returns a string with all non - alphanumeric characters removed.,0.26666666666666666,0.3333333333333333,2
find all anchor tags in html `soup` whose url begins with `http://www.iwashere.com`,find href value in HTML string `soup`,Find all links in the page.,0.36363636363636365,0.28571428571428575,2
get count of values in numpy array `a` that are between values `25` and `100`,Get the sum of the largest `25` values in a list `a`,Returns the sum of a < = 25 < = a < = 100,0.4444444444444445,0.3478260869565218,2
"set columns `['race_date', 'track_code', 'race_number']` as indexes in dataframe `rdata`",set index equal to field 'race_date' in dataframe `rdata`,Set the data index to the RaceDate,0.5217391304347826,0.1,2
check if all string elements in list `words` are upper-cased,check if all words in a list `word` are lowercase,Print all letters in all words.,0.6666666666666666,0.3529411764705882,2
changing permission of file `path` to `stat.S_IRUSR | stat.S_IRGRP | stat.S_IROTH`,set the mode of file `path` to permission number 13.3,Change file permissions,0.3846153846153846,0.1111111111111111,2
convert dataframe `df` into a pivot table using column 'order' as index and values of column 'sample' as columns,create a pivot table with column 'order' and columns'sample' in dataframe `df`,Pivot DataFrame with sample columns,0.625,0.3333333333333333,2
"replace `0` with `2` in the list `[0, 1, 0, 3]`","remove all elements from a list `[0, 2, 3]` from a list",Returns a list of the possible values.,0.34782608695652173,0.2222222222222222,2
convert `ms` milliseconds to a datetime object,convert milliseconds epoch time represented as milliseconds `1000.0` to milliseconds,Returns a datetime object from the milliseconds since epoch.,0.33333333333333326,0.5,2
upload binary file `myfile.txt` with ftplib,How to download a file via Python?,STOR myfile. txt,0.14285714285714285,0.4,2
copy list `old_list` as `new_list`,copy list `old_list` to list `new_list`,Return a copy of the old list.,0.7999999999999999,0.42857142857142855,2
Concatenate elements of a list 'x' of multiple integers to a single integer,sum the number of 10 values in a list `testlist`,Sums the numbers in the range 0 - 10.,0.2608695652173913,0.0,2
Get Last Day of the first month in 2002,month range from 2002 to 1,Return a list of the month range 2002 - 1.,0.26666666666666666,0.4444444444444444,2
"Rearrange the columns 'a','b','x','y' of pandas DataFrame `df` in mentioned sequence 'x' ,'y','a' ,'b'",add multiple columns `x` and `y` to dataframe `df`,df = data frame,0.3703703703703704,0.09523809523809525,2
generate a 12-digit random number,generate random numbers,Returns a random integer between 0 and 65535 inclusive.,0.4444444444444444,0.26666666666666666,2
Call a subprocess with arguments `c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat` that may contain spaces,Open a process 'c:\\Program Files\\VM' with mode 'c:\\Program Files\\,Open VM program files.,0.33333333333333337,0.1818181818181818,2
Get all texts and tags from a tag `strong` from etree tag `some_tag` using lxml,get the value of tag `some_tag` in the string `soup`,Print the content of some_tag,0.2962962962962963,0.18181818181818182,2
check if a directory `path` exists and create it if necessary,create a directory `path` if file `path` does not exist,Create a new path to the directory.,0.47619047619047616,0.4444444444444444,2
read csv file 'myfile.csv' into array,"generate a list of items from csv file'myfile.csv' using delimiter ','",Generate a numpy array from a CSV file.,0.4210526315789474,0.39999999999999997,2
Sort dictionary `d` by value in descending order,reverse sort Counter `d` by value,Returns a sorted list of the values in d.,0.5714285714285715,0.23529411764705882,2
sum elements at index `column` of each list in list `data`,sum the values in a list of lists of lists `data`,Print the sum of all columns in the data.,0.45454545454545453,0.39999999999999997,2
make an HTTP post request with data `post_data`,Check the status code of url 'http://http.google.com/',post a response to the url,0.10526315789473685,0.13333333333333333,2
Get data of dataframe `df` where the sum of column 'X' grouped by column 'User' is equal to 0,get the grouped values by 'User' in dataframe `df` where the,User X X,0.5333333333333333,0.18181818181818182,2
check if any values in a list `input_list` is a list,check if all elements in list `input` are the same type `list`,Returns true if any element in input is an instance of list.,0.5,0.5,2
Get multiple matched strings using regex pattern `(?:review: )?(http://url.com/(\\d+))\\s?`,Validate the url `http://example.org/#comments' using regex,re. compile to match review urls,0.3636363636363637,0.10526315789473684,2
convert utf-8 with bom string `s` to utf-8 with no bom `u`,convert utf-8 string `s` to utf-8 string,Decode the UTF - 8 string to a string,0.6956521739130435,0.36363636363636365,2
find the index of sub string 's' in string `str` starting from index 11 and ending at index 14,find string's' in `11` and `14`,returns the first s,0.5384615384615384,0.17391304347826086,2
Confirm urls in Django properly,remove the fragment identifier `^` from the end of string `sms.urls`,Returns a regex that matches the sms. urls.,0.12500000000000003,0.15384615384615385,2
