input_sequence,output_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
df.loc[(df.index < start_remove) | (df.index > end_remove)],Drop the rows in pandas timeseries `df` from the row containing index `start_remove` to the row containing index `end_remove`,get rows of dataframe `df` whose index is equal to `start_remove`,Remove the first start_remove rows from the dataframe.,0.36363636363636365,0.4666666666666666,2
"os.system('GREPDB=""echo 123""; /bin/bash -c ""$GREPDB""')",force bash interpreter '/bin/bash' to be used instead of shell,execute command 'echo 123' in database `GREPDB` using python script,os. system.,0.0,0.0,2
randomList = [random.random() for _ in range(10)],create list `randomList` with 10 random floating point numbers between 0.0 and 1.0,create a list `randomList` containing the random numbers in list `,randomList is a list of random numbers,0.4,0.36363636363636365,2
[{'content': x['content'].lower()} for x in messages],lowercase string values with key 'content' in a list of dictionaries `messages`,convert a list of dictionary `x` to lowercase,Returns a list of all the content in the list,0.4,0.45454545454545453,2
"((2, 3) not in [(2, 7), (7, 3), 'hi'])","Check if tuple (2, 3) is not in a list [(2, 7), (7, 3), ""hi""]","check if list `[(2, 7)` is empty",Returns true if the version of 2 is not supported by the server.,0.5454545454545455,0.28571428571428575,2
"zip([1, 2], [3, 4])","zip two lists `[1, 2]` and `[3, 4]` into a list of two tuples containing elements at the same index in each list","zip lists `[1, 2], [3, 4], [5,",zips two arrays of numbers,0.4,0.14285714285714285,2
"dict((k, v) for k, v in parent_dict.items() if 2 < k < 4)","fetch all elements in a dictionary `parent_dict`, falling between two keys 2 and 4",get a list of all keys and values in a dictionary `parent_dict`,Return a copy of the parent dictionary.,0.5714285714285715,0.27272727272727276,2
json_string = json.dumps([ob.__dict__ for ob in list_name]),convert a list of objects `list_name` to json string `json_string`,convert dictionary `ob` to json string,Returns a JSON string of the object s attributes.,0.4444444444444444,0.380952380952381,2
"print('""{}""'.format(word))",Print a string `word` with string format,print a word string `word`,Print word in a string,0.6666666666666666,0.6666666666666666,2
"return user.groups.filter(name__in=['group1', 'group2']).exists()","check if a user `user` is in a group from list of groups `['group1', 'group2']`",filter a user's groups by the name of `group`,Returns a list of groups the user is a member of.,0.4,0.5384615384615385,2
"newstr = oldstr.replace('M', '')",How to delete a character from a string using python?,replace string 'M' with empty string '',replace M with M,0.125,0.0,2
"sorted(list(d.items()), key=(lambda x: x[1]))",Sort dictionary `d` by value in ascending order,sort a dictionary `d` by value,Returns a sorted list of all keys in the dictionary.,0.7142857142857143,0.22222222222222224,2
logging.disable(logging.CRITICAL),disable logging while running unit tests in python django,disable the current logger,Disable all logging for the current environment.,0.15384615384615383,0.25,2
"df.sort_values(['a', 'b'], ascending=[True, False])",sort dataframe `df` based on column 'a' in ascending and column 'b' in descending,"sort a pandas data frame by values in column 'a', 'b', 'c']",Sort the data by a ascending order.,0.3846153846153846,0.2857142857142857,2
"scipy.tensordot(P, T, axes=[1, 1]).swapaxes(0, 1)",Multiply a matrix `P` with a 3d tensor `T` in scipy,convert ascii value `P` to integer,Tensordot implementation of the tensordot function.,0.11764705882352942,0.0,2
"np.dot(a[:, (None)], b[(None), :])",get the dot product of two one dimensional numpy arrays,get the dot product of numpy arrays `a` and `b` along the first axis,Dot product of two vectors.,0.5833333333333334,0.5333333333333333,2
"df.set_index(['d'], append=True)",add column `d` to index of dataframe `df`,set index equal to 'd' in dataframe `df`,Set the DataFrame index to the first column of the DataFrame.,0.625,0.5263157894736842,2
"[(x1 - x2) for x1, x2 in zip(List1, List2)]",subtract elements of list `List1` from elements of list `List2`,create a list containing the subtraction of each element in list `x1` and list `,Returns the difference between x1 and x2.,0.25,0.0,2
Article.objects.values('pub_date').annotate(article_count=Count('title')),Group the values from django model `Article` with group by value `pub_date` and annotate by `title`,How to sort objects in django model?,Annotate articles with pub_date,0.16666666666666666,0.3636363636363636,2
x.find('World'),find the index of sub string 'World' in `x`,Find string 'World' in `x`,Find World in the DOM.,0.7142857142857143,0.5714285714285714,2
"sorted(list5, key=lambda vertex: (degree(vertex), vertex))",How do I perform secondary sorting in python?,sort a list of integers `list5` by the degree of each two elements,Returns a sorted list of all vertices in the list5.,0.0,0.11111111111111112,2
mylist.sort(),sort a list of strings 'mylist'.,sort list `mylist` by the first element,sorts the list,0.4615384615384615,0.2222222222222222,2
[''.join(x) for x in a],join elements of each tuple in list `a` into one string,convert a list of lists `a` into a string,Join all elements in a to a single string.,0.5,0.5,2
print('I have: {0.price}'.format(card)),Print a string `card` with string formatting,print float `I have` with two decimal points,Print out the price of I have,0.26666666666666666,0.14285714285714285,2
'sdfasdf'.index('df'),find the index of sub string 'df' in string 'sdfasdf',get the index of a column 'df' in a pandas dataframe `df`,Returns the index of the df column.,0.45454545454545453,0.47058823529411764,2
"sorted(li, key=operator.itemgetter(1), reverse=True)",Sort list `li` in descending order based on the second element of each list inside list`li`,sort list `li` by the second item in list `li`,Returns a sorted list of items.,0.5925925925925927,0.1739130434782609,2
"isinstance(o, str)",check if object `o` is a string,check if `o` is an instance of `str`,Checks if the object is an instance of a string.,0.5333333333333333,0.588235294117647,2
"isinstance(s, str)",check if type of a variable `s` is string,check if `s` is an instance of `str`,Checks if s is an instance of str.,0.5882352941176471,0.47058823529411764,2
(bool(a) != bool(b)),get logical xor of `a` and `b`,check if list `a` is empty,Checks if two booleans are not equal.,0.15384615384615383,0.0,2
"datetime.datetime.strptime('16Sep2012', '%d%b%Y')","create datetime object from ""16sep2012""",convert a date string '16Sep2012' into a datetime object,16Sep2012 - > datetime. datetime,0.42857142857142855,0.5,2
s.rfind('&'),cut a string by delimiter '&',find string `&` in `s`,Remove & from the end of a string,0.22222222222222224,0.3333333333333333,2
df = df[(df['closing_price'] >= 99) & (df['closing_price'] <= 101)],select rows in a dataframe `df` column 'closing_price' between two values 99 and 101,remove all rows in dataframe `df` whose values for column `closing_price` is,get all closing prices,0.5714285714285715,0.10526315789473685,2
"data.loc[:, (list(itertools.product(['one', 'two'], ['a', 'c'])))]",From multiIndexed dataframe `data` select columns `a` and `c` within each higher order column `one` and `two`,get all combination of 3 binary values,Product of the data.,0.0,0.09523809523809523,2
'hello there %(5)s' % {'5': 'you'},format string with dict `{'5': 'you'}` with integer keys,convert a string into a dictionary with key:value pairs in a dictionary `{5}:,hello there...,0.2608695652173913,0.0,2
"pygame.display.set_mode((0, 0), pygame.FULLSCREEN)",Set the resolution of a monitor as `FULLSCREEN` in pygame,set the mode of window `display` to 0,Set the display to the default mode.,0.33333333333333326,0.23529411764705882,2
"c.execute(""INSERT INTO test VALUES (?, 'bar')"", (testfield,))",insert data from a string `testfield` to sqlite db `c`,Insert a 'bar' to a SQLite3 table.,Insert bar into test table,0.3529411764705882,0.13333333333333333,2
"l = sorted(l, key=itemgetter('time'), reverse=True)",reverse sort list of dicts `l` by value for key `time`,sort a list of dictionaries `l` by the value of the second element,Sort the list by time.,0.4999999999999999,0.5000000000000001,2
your_string.strip('0'),remove leading and trailing zeros in the string 'your_Strip',Trimming 0 from string `your_string`,Return 0 if you have no value,0.25,0.0,2
"'%0.12d' % random.randint(0, 999999999999)",generate a 12-digit random number,generate random numbers in the format '%0.12d',Generate a random string,0.28571428571428575,0.6,2
[x for x in file.namelist() if x.endswith('/')],list folders in zip file 'file' that ends with '/',get a list of all the contents of a file `file`,Returns a list of all the files in the system,0.3,0.2105263157894737,2
"try:
    os.makedirs(path)
except OSError:
    if (not os.path.isdir(path)):
        raise",check if a directory `path` exists and create it if necessary,check whether file `path` exists,Create the missing directories if it doesn t exist.,0.37499999999999994,0.3,2
{k: [d[k] for d in dicts] for k in dicts[0]},Merge a nested dictionary `dicts` into a flat dictionary by concatenating nested values with the same key `k`,get rid of None values in list `dicts`,Returns a dictionary with the keys k and values of all dicts.,0.15384615384615383,0.4666666666666666,2
datetime.utcnow(),get current utc time,get current date and time,Returns the current datetime.,0.6666666666666665,0.25,2
emaillist = '\n'.join([item[0] for item in queryresult]),convert a list of tuples `queryresult` to a string from the first indexes.,convert a list of tuples `item` into a list of tuples of each two elements,Returns a string with the email list,0.42857142857142855,0.4,2
SomeModel.objects.filter(id=id).delete(),How to delete a record in Django models?,Django delete an object with id `id`,Delete all objects with the same id,0.26666666666666666,0.13333333333333333,2
"re.findall('(?<!\\d)\\d{5}(?!\\d)', s)",regex matching 5-digit substrings not enclosed with digits in `s`,Find all numbers and dots from a string `text` using regex,Find all numbers in the current locale,0.09090909090909091,0.1111111111111111,2
np.where(a == 1),How to find the index of a value in 2d array in Python?,find rows of a numpy array `a` where the value of the first column is 1,np. where where a == 1,0.41379310344827586,0.1111111111111111,2
df.to_sparse(0),convert dataframe `df` to integer-type sparse object,convert a pandas dataframe `df` to a sparse dataframe,Convert DataFrame to sparse matrix.,0.5882352941176471,0.6153846153846154,2
"url('^$', TemplateView.as_view(template_name='your_template.html'))",serve a static html page 'your_template.html' at the root of a django project,get the path from a view `template`,Returns a URL that will be used to render the template.,0.27272727272727276,0.23076923076923075,2
int(round(2.51 * 100)),round off the float that is the product of `2.52 * 100` and convert it to an int,convert decimal 2.51 * 100 to int,Returns the number of digits in the range 0 - 100.,0.4,0.2857142857142857,2
"r = requests.get(url, params=payload)",request http url `url` with parameters `payload`,Check the status code of url `url`,Make a GET request to the API,0.2857142857142857,0.14285714285714285,2
