input_sequence,output_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
"random.sample(range(1, 50), 6)",generate six unique random numbers in the range of 1 to 49.,"generate a random number in 1 to 50 with a given distribution [0.1, 50",Returns a random 6 - sample number from 1 to 50,0.3703703703703704,0.2727272727272727,2
"df['group'].plot(kind='bar', color=['r', 'g', 'b', 'r', 'g', 'b', 'r'])",make a barplot of data in column `group` of dataframe `df` colour-coded according to list `color`,plotting stacked barplots on a panda data frame,Plot group data as bar plot,0.15999999999999998,0.1739130434782609,2
"plt.savefig('test.png', bbox_inches='tight')",remove white space padding around a saved image `test.png` in matplotlib,save a png file `test.png` in inches to `dir`,Save a test figure.,0.3636363636363636,0.25,2
df.sort_values(by='Date'),Sort Pandas Dataframe by Date,sort dataframe `df` based on column 'Date',Sort DataFrame by date,0.5,0.888888888888889,2
os.system('start excel.exe <path/to/file>'),How can I launch an instance of an application using Python?,start a new process for windows operating system using python,Start excel. exe,0.1904761904761905,0.0,2
{k: (float(d2[k]) / d1[k]) for k in d2},divide the values with same keys of two dictionary `d1` and `d2`,create new key 'd1' from dictionary `d2` with float,k - > d2,0.380952380952381,0.14285714285714285,2
"[re.split('_(?:f?or|and)_', s) for s in l]",Split a string `l` by multiple words `for` or `or` or `and`,split string `_(?:f?or|and' based on regular expression,\ b or \ b,0.380952380952381,0.13333333333333333,2
"datetime.date(2010, 6, 16).isocalendar()[1]",get equivalent week number from a date `2010/6/16` using  isocalendar,Get Last Day of the second month in year 2012,The isocal time of the day.,0.0909090909090909,0.0,2
"max(min(my_value, max_value), min_value)",clamping floating number `my_value` to be between `min_value` and `max_value`,get a max value of the key `my_value` in list `,Returns the minimal value of the number.,0.33333333333333337,0.2,2
driver.get('http://www.google.com.br'),navigate to webpage given by url `http://www.python.org` using Selenium,Load the url `http://www.google.com` in selenium webdriver `driver`,Get the current page,0.34782608695652173,0.0,2
"struct.unpack('d', struct.pack('Q', int(s2, 0)))[0]",convert string representation `s2` of binary string rep of integer to floating point number,Convert a string of integers into a list of integer values,unpacks a double into a double,0.4,0.0,2
"re.findall(""api\\('(.*?)'"", ""api('randomkey123xyz987', 'key', 'text')"")","get a string `randomkey123xyz987` between two substrings in a string `api('randomkey123xyz987', 'key', 'text')` using regex",match multiple regex patterns with the alternation operator `|` in a string `(zy,Find all API endpoints,0.28571428571428575,0.1,2
Book.objects.filter(pk=pk).update(**d),update fields in Django model `Book` with arguments in dictionary `d` where primary key is equal to `pk`,Update all values associated with key `pk` to be the existing `Book` with value `,Update all books with the same pk.,0.375,0.24,2
keys.sort(key=lambda x: [int(y) for y in x.split('.')]),Sort a list of integers `keys` where each value is in string format,sort a list of integers `keys` by the value of,Sort keys by their priority.,0.608695652173913,0.2222222222222222,2
"datetime.datetime.strptime('2013-1-25', '%Y-%m-%d').strftime('%-m/%d/%y')",convert a date string '2013-1-25' in format '%Y-%m-%d' to different format '%-m/%d/%y',convert string '2013-1-25' into a DateTime object,2016 - 01 - 25,0.4444444444444444,0.09523809523809525,2
"float(int('-0b1110', 0))",convert a binary '-0b1110' to a float number,convert string '0b1110' to float,- 0b1110 - 0b1110,0.6153846153846154,0.2,2
"isinstance(o, str)",check if object `o` is a string,check if type of variable `o` is a string,Checks if the object is an instance of a string.,0.75,0.588235294117647,2
x[2:(-2)],get a new string with the 3rd to the second-to-last characters of string `x`,get a list of tuples with key '2' from a list of dictionaries `x`,x = x + x,0.3333333333333333,0.10526315789473684,2
time.sleep(0.1),make a 0.1 seconds time delay,Make a delay of 1 second,Sleep for 1 second.,0.6153846153846153,0.18181818181818182,2
"cursor.execute('INSERT INTO index(url) VALUES(%s)', (url,))",adding url `url` to mysql row,insert row into mysql database with `url` as parameters,Insert url into index.,0.4,0.2,2
"dict(map(lambda s: s.split(':'), ['A:1', 'B:2', 'C:3', 'D:4']))","Convert a list `['A:1', 'B:2', 'C:3', 'D:4']` to dictionary",create a dictionary containing each string in list `my_list` split by '=' as a,Returns a dictionary of all the keys in the key - value format.,0.29629629629629634,0.16,2
"""""""foobar""""""[:4]",get all characters in string 'foobar' up to the fourth index,get the first four substrings in string `foobar`,Returns the fobar of the given string.,0.5263157894736842,0.2222222222222222,2
"re.split('_for_', 'happy_hats_for_cats')",split string 'happy_hats_for_cats' using string '_for_',split string '_for_pylons' on string 'happy_for_,Happy is a special case for the _for_ operator.,0.7058823529411765,0.3333333333333333,2
datetime.datetime.now(),get current date and time,create a datetime with the current date & time,Returns the current datetime.,0.4615384615384615,0.22222222222222224,2
MyModel.objects.filter(text__regex='^.{254}.*'),Filter queryset for all objects in Django model `MyModel` where texts length are greater than `254`,filter `MyModel` by the pattern '^(.+)(.+)\\2+)',Return all the objects that are text,0.18181818181818182,0.26086956521739124,2
eval('20<30'),evaluate the expression '20<30',convert string '20<30' to a tuple,Evaluate the range of 20 < 30,0.3333333333333333,0.7272727272727272,2
[('%.2d' % i) for i in range(16)],generate list of numbers in specific format using string formatting precision.,print a list of integers `list_of_ints` using string formatting,Returns a list of numbers.,0.45454545454545453,0.37499999999999994,2
a.append(b).reset_index(drop=True),append a pandas series `b` to the series `a` and get a continuous index,append dict `a` to list `b`,append a new item to the end of the list,0.4,0.3333333333333333,2
"(t - datetime.timedelta(hours=1, minutes=10))",subtract 1 hour and 10 minutes from time object `t`,How to get yesterday in python,Returns t - datetime. timedelta.,0.0,0.14285714285714288,2
json.dumps([dict(list(row.items())) for row in rs]),serialise SqlAlchemy RowProxy object `row` to a json object,Serialize dictionary `row` as a JSON formatted string,Returns a JSON representation of the rows in the table.,0.35294117647058826,0.2105263157894737,2
""""""","""""".join(trans['category'])","join together with "","" elements inside a list indexed with 'category' within a dictionary `trans`",Get a string with string formatting from a dictionary `trans`,Category name.,0.41666666666666663,0.125,2
result[0]['from_user'],get the value associated with unicode key 'from_user' of first dictionary in list `result`,get a list of all unique characters in string `result`,Get user info from user.,0.4,0.3,2
"isinstance(obj, str)",check if object `obj` is a string,check if object `obj` is a string,Checks if obj is an instance of str.,1.0,0.39999999999999997,2
text.config(state=DISABLED),change the state of the Tkinter `Text` widget to read only i.e. `disabled`,Change the value of the key `state` in string `text` to 'DISABLED',Disable text input.,0.6153846153846153,0.11764705882352941,2
"ax.set_xticklabels(labels, rotation=45)",rotate the xtick labels of matplotlib plot `ax` by `45` degrees to make long labels readable,rotate x-axis text labels of plot `ax` 45 degrees,Set x - axis labels.,0.5384615384615384,0.1,2
"pd.concat([df[0].apply(pd.Series), df[1]], axis=1)",split a list in first column  into multiple columns keeping other columns as well in pandas data frame,merge a pandas data frame `df` into a series of columns,concatenate df to pd,0.41379310344827586,0.0,2
"psutil.cpu_percent()
psutil.virtual_memory()",get current CPU and RAM usage,get the percentage of the current computer in python,CPU percentages of virtual system,0.26666666666666666,0.1818181818181818,2
df['just_date'] = df['dates'].dt.date,get date from dataframe `df` column 'dates' to column 'just_date',convert column of date strings 'dates' in pandas dataframe `df` to strings in,Just date.,0.4999999999999999,0.3076923076923077,2
df['value'] = df['value'].str.strip('[]'),remove square bracket '[]' from pandas dataframe `df` column 'value',strip string in column 'value' from a dataframe `df` with string in,Remove leading whitespace from the value.,0.4761904761904762,0.4,2
"isinstance(o, str)",check if object `o` is a string,check if type of variable `o` is a string,Checks if the object is an instance of a string.,0.75,0.588235294117647,2
root.findall('{http://www.w3.org/2002/07/owl#}Class'),find all `owl:Class` tags by parsing xml with namespace,Find all urls whose domain doesn't start with `http://www.w3` from string,Find all elements in the document.,0.25,0.25,2
a.isdigit(),check if string `a` is an integer,check if type of a variable `a` is a number,a. isdigit - > true,0.47058823529411764,0.2,2
return user.groups.filter(name='Member').exists(),"in django, check if a user is in a group 'Member'",get the largest integer less than `user`,Returns true if the user is a member of any group.,0.1111111111111111,0.5454545454545454,2
print((datetime.date.today() + datetime.timedelta(((6 * 365) / 12))).isoformat()),calculate the date six months from the current date,add one day and three hours to the present time from datetime.date(),Print the current date,0.27272727272727276,0.46153846153846156,2
"answer = str(round(answer, 2))",Round number `answer` to 2 precision after the decimal point,round number `answer` to two decimal points,Round the answer to two decimal places.,0.588235294117647,0.588235294117647,2
"pd.date_range('2016-01-01', freq='WOM-2FRI', periods=13)",create a DatetimeIndex containing 13 periods of the second friday of each month starting from date '2016-01-01',select the last business day of the month for each month in 2014 in pandas,2016 - 01 - 01,0.23529411764705882,0.2727272727272727,2
plt.legend(frameon=False),remove frame of legend in plot `plt`,remove all data inside a plot `plt`,Make the legend on the figure.,0.42857142857142855,0.15384615384615383,2
urllib.parse.quote_plus('a b'),URL encoding in python,create a url object with the pattern that will match nothing,Returns a URL with a + b quoted.,0.13333333333333333,0.18181818181818182,2
"random.randint(100000000000, 999999999999)",generate a 12-digit random number,"generate a random number in 1 to 7 with a given distribution [0.1, '99999",Returns a random integer between 0 and 65535 inclusive.,0.3809523809523809,0.26666666666666666,2
"print(np.linspace(1, 3, num=4, endpoint=False))",create 4 numbers in range between 1 and 3,lazing the radial ticks in a pandas dataframe `df`,Print a simple linear interpolation of 1 to 3,0.1111111111111111,0.2222222222222222,2
"url('^$', TemplateView.as_view(template_name='your_template.html'))",serve a static html page 'your_template.html' at the root of a django project,django get the url in jinja2,Returns a URL that will be used to render the template.,0.19047619047619044,0.23076923076923075,2
any(d['name'] == 'Test' for d in label),"Check if the value of the key ""name"" is ""Test"" in a list of dictionaries `label`",check if any of the values in a list `d` contains a string `Test`,Returns true if any of the test suite is a test.,0.5333333333333333,0.4444444444444444,2
